target_batch,target_capability,project_id,project_name,dataset_role,source_file_path,source_page_or_section,source_table_or_figure,source_quote_or_cell,evidence_level,confidence,locked_status,writer_access_allowed,absorption_type,closure_level_supported,notes,fact_id_candidate,source_pmid,study_design,study_arm,population_label,subgroup_label,analysis_set,endpoint,endpoint_category,fact_type,value,unit,numerator,denominator,timepoint,followup_duration,statistical_measure,confidence_interval,p_value,source_eligibility,data_use_allowed,clinical_use_limitation,verification_status
M,clinical_fact_registry_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_379__SOTA-P1-32.pdf,first_5_pages,,(1–4),extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_379__SOTA-P1-32.pdf,M0011,,unknown,,unknown,,,endpoint_unknown,unknown,ci_range,(1–4),,,,,,ci_range,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_540__SOTA-P1-29.pdf,first_5_pages,,(2–5),extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_540__SOTA-P1-29.pdf,M0012,,unknown,,unknown,,,survival/mortality,unknown,ci_range,(2–5),years,,,,,ci_range,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_373__SOTA-P2-6.pdf,first_5_pages,,p < 0.001,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_373__SOTA-P2-6.pdf,M0013,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,p < 0.001,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_328__SOTA-P1-24.pdf,first_5_pages,,p < 0.001,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_328__SOTA-P1-24.pdf,M0014,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,p < 0.001,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_328__SOTA-P1-24.pdf,first_5_pages,,p = 0.013,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_328__SOTA-P1-24.pdf,M0015,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,p = 0.013,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_328__SOTA-P1-24.pdf,first_5_pages,,p < 0.001,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_328__SOTA-P1-24.pdf,M0016,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,p < 0.001,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_545__SOTA-P1-32.pdf,first_5_pages,,P<0.05,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_545__SOTA-P1-32.pdf,M0017,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,P<0.05,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_545__SOTA-P1-32.pdf,first_5_pages,,(1–4),extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_545__SOTA-P1-32.pdf,M0018,,unknown,,unknown,,,endpoint_unknown,unknown,ci_range,(1–4),,,,,,ci_range,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_261__SOTA-P1-46.pdf,first_5_pages,,P.,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_261__SOTA-P1-46.pdf,M0019,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,P.,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_261__SOTA-P1-46.pdf,first_5_pages,,P.,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_261__SOTA-P1-46.pdf,M0020,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,P.,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_380__SOTA-P1-40.pdf,first_5_pages,,P < .0001,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_380__SOTA-P1-40.pdf,M0021,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,P < .0001,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_380__SOTA-P1-40.pdf,first_5_pages,,P < .0001,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_380__SOTA-P1-40.pdf,M0022,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,P < .0001,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_331__SOTA-P1-32.pdf,first_5_pages,,P<0.05,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_331__SOTA-P1-32.pdf,M0023,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,P<0.05,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_331__SOTA-P1-32.pdf,first_5_pages,,(1–4),extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_331__SOTA-P1-32.pdf,M0024,,unknown,,unknown,,,endpoint_unknown,unknown,ci_range,(1–4),,,,,,ci_range,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_289__SOTA-P2-60.pdf,first_5_pages,,P < .0001,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_289__SOTA-P2-60.pdf,M0025,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,P < .0001,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_275__SOTA-P3-64.pdf,first_5_pages,,2.33% (1/43),extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_275__SOTA-P3-64.pdf,M0026,,unknown,,unknown,,,endpoint_unknown,unknown,proportion_with_denominator,2.33% (1/43),%,1,43,,,proportion_with_denominator,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_275__SOTA-P3-64.pdf,first_5_pages,,2.33% (1/43),extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_275__SOTA-P3-64.pdf,M0027,,unknown,,unknown,,,endpoint_unknown,unknown,proportion_with_denominator,2.33% (1/43),%,1,43,,,proportion_with_denominator,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_275__SOTA-P3-64.pdf,first_5_pages,,86.05% (37/43),extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_275__SOTA-P3-64.pdf,M0028,,unknown,,unknown,,,endpoint_unknown,unknown,proportion_with_denominator,86.05% (37/43),%,37,43,,,proportion_with_denominator,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_017_湖南菁益,017 湖南菁益,calibration,"/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_017_湖南菁益/01_CER_SOURCE_PACKAGE/CER/CER_060__SOTA-P2-04 Electrosurgery  part II  Technology, applications, and safety of electrosurgical devices.pdf",first_5_pages,,P.,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,"auto-extracted from CER_060__SOTA-P2-04 Electrosurgery  part II  Technology, applications, and safety of electrosurgical devices.pdf",M0029,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,P.,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_017_湖南菁益,017 湖南菁益,calibration,"/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_017_湖南菁益/01_CER_SOURCE_PACKAGE/CER/CER_190__SOTA-P2-04 Electrosurgery  part II  Technology, applications, and safety of electrosurgical devices.pdf",first_5_pages,,P.,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,"auto-extracted from CER_190__SOTA-P2-04 Electrosurgery  part II  Technology, applications, and safety of electrosurgical devices.pdf",M0030,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,P.,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_017_湖南菁益,017 湖南菁益,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_017_湖南菁益/01_CER_SOURCE_PACKAGE/CER/CER_147__Richter 等 - 2009 - Randomized clinical trial of efficacy and costs of.pdf,first_5_pages,,P = 0,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_147__Richter 等 - 2009 - Randomized clinical trial of efficacy and costs of.pdf,M0031,,unknown,,unknown,,,survival/mortality; safety/AE,unknown,p_value,P = 0,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_017_湖南菁益,017 湖南菁益,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_017_湖南菁益/01_CER_SOURCE_PACKAGE/CER/CER_147__Richter 等 - 2009 - Randomized clinical trial of efficacy and costs of.pdf,first_5_pages,,P = 0,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_147__Richter 等 - 2009 - Randomized clinical trial of efficacy and costs of.pdf,M0032,,unknown,,patients,,,endpoint_unknown,unknown,p_value,P = 0,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_017_湖南菁益,017 湖南菁益,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_017_湖南菁益/01_CER_SOURCE_PACKAGE/CER/CER_148__Sheikh - 2004 - Safety and efficacy of electrocautery scalpel util.pdf,first_5_pages,,p.,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_148__Sheikh - 2004 - Safety and efficacy of electrocautery scalpel util.pdf,M0033,,unknown,,unknown,,,safety/AE,unknown,p_value,p.,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_017_湖南菁益,017 湖南菁益,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_017_湖南菁益/01_CER_SOURCE_PACKAGE/CER/CER_148__Sheikh - 2004 - Safety and efficacy of electrocautery scalpel util.pdf,first_5_pages,,p.,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_148__Sheikh - 2004 - Safety and efficacy of electrocautery scalpel util.pdf,M0034,,unknown,,patients,,,safety/AE,unknown,p_value,p.,years,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_017_湖南菁益,017 湖南菁益,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_017_湖南菁益/01_CER_SOURCE_PACKAGE/CER/CER_171__Li 等 - 2021 - Safety and Effectiveness Outcomes of a Novel Steri.pdf,first_5_pages,,P<0.01,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_171__Li 等 - 2021 - Safety and Effectiveness Outcomes of a Novel Steri.pdf,M0035,,unknown,,unknown,,,procedure_time,unknown,p_value,P<0.01,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_017_湖南菁益,017 湖南菁益,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_017_湖南菁益/01_CER_SOURCE_PACKAGE/CER/CER_206__SOTA-P1-10.pdf,first_5_pages,,P.,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_206__SOTA-P1-10.pdf,M0036,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,P.,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_017_湖南菁益,017 湖南菁益,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_017_湖南菁益/01_CER_SOURCE_PACKAGE/CER/CER_206__SOTA-P1-10.pdf,first_5_pages,,P.,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_206__SOTA-P1-10.pdf,M0037,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,P.,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_017_湖南菁益,017 湖南菁益,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_017_湖南菁益/01_CER_SOURCE_PACKAGE/CER/CER_206__SOTA-P1-10.pdf,first_5_pages,,P.,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_206__SOTA-P1-10.pdf,M0038,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,P.,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_017_湖南菁益,017 湖南菁益,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_017_湖南菁益/01_CER_SOURCE_PACKAGE/CER/CER_075__SOTA-P4-08.pdf,first_5_pages,,p.,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_075__SOTA-P4-08.pdf,M0039,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,p.,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_017_湖南菁益,017 湖南菁益,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_017_湖南菁益/01_CER_SOURCE_PACKAGE/CER/CER_075__SOTA-P4-08.pdf,first_5_pages,,p.,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_075__SOTA-P4-08.pdf,M0040,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,p.,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_017_湖南菁益,017 湖南菁益,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_017_湖南菁益/01_CER_SOURCE_PACKAGE/CER/CER_091__SOTA-E4-10.pdf,first_5_pages,,p<0.05,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_091__SOTA-E4-10.pdf,M0041,,unknown,,unknown,,,safety/AE,unknown,p_value,p<0.05,months,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_017_湖南菁益,017 湖南菁益,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_017_湖南菁益/01_CER_SOURCE_PACKAGE/CER/CER_091__SOTA-E4-10.pdf,first_5_pages,,p>0.05,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_091__SOTA-E4-10.pdf,M0042,,unknown,,patients,,,safety/AE; complication,unknown,p_value,p>0.05,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
M,clinical_fact_registry_v3,PROJECT_017_湖南菁益,017 湖南菁益,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_017_湖南菁益/01_CER_SOURCE_PACKAGE/CER/CER_091__SOTA-E4-10.pdf,first_5_pages,,p<0.05,extracted_from_report,medium,calibration_only,yes,schema_seed,HEURISTIC_ONLY,auto-extracted from CER_091__SOTA-E4-10.pdf,M0043,,unknown,,unknown,,,endpoint_unknown,unknown,p_value,p<0.05,,,,,,p_value,,,unknown,unknown,,auto_extracted_unverified
