target_batch,target_capability,project_id,project_name,dataset_role,source_file_path,source_page_or_section,source_table_or_figure,source_quote_or_cell,evidence_level,confidence,locked_status,writer_access_allowed,absorption_type,closure_level_supported,notes,source_text,statistical_type,value,unit,numerator,denominator,ci_lower,ci_upper,p_value,range_lower,range_upper,median,IQR_lower,IQR_upper,mean,SD,HR,RR,OR,event_rate,rate_denominator,timepoint,interpretation
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_379__SOTA-P1-32.pdf,,,"tem were sequentially used in the
same examination. Four radiologists compared the image quality of 20 images from each system using the Radlex score (1–4) for five
image quality attributes. The radiation dose rates for the portable and in-suite systems were collected. In phase B, fluoroscopy studie",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"tem were sequentially used in the
same examination. Four radiologists compared the image quality of 20 images from each system using the Radlex score (1–4) for five
image quality attributes. The radiation dose rates for the portable and in-suite systems were collected. In phase B, fluoroscopy studie",ci_range,(1–4),,,,1,4,,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_540__SOTA-P1-29.pdf,,,"or having a history of homelessness was thought to                    year until 2005, at which time it switched to a digital
influence death from TB (2–5). The use of mobile chest                system, and the rate increased to >3,000/year. MCS is
radiography (CR) to actively identify cases of TB ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"or having a history of homelessness was thought to                    year until 2005, at which time it switched to a digital
influence death from TB (2–5). The use of mobile chest                system, and the rate increased to >3,000/year. MCS is
radiography (CR) to actively identify cases of TB ",ci_range,(2–5),,,,2,5,,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_373__SOTA-P2-6.pdf,,,"                                                                  conventional protocol. The interrater reliability among the three readers was 0.91 (p < 0.001).
                                                                                                                                          ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"                                                                  conventional protocol. The interrater reliability among the three readers was 0.91 (p < 0.001).
                                                                                                                                          ",p_value,p < 0.001,,,,,,0.001,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_328__SOTA-P1-24.pdf,,,"):138-146




Results The identification score of the instruments was 4.67 ± 0.71. The overall image quality score
was 19.70 ± 0.72 and 15.02 ± 3.31 (p < 0.001) for the mobile and camera-type devices, respectively.
The scores of the camera-type device were significantly lower than those of the mobil",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"):138-146




Results The identification score of the instruments was 4.67 ± 0.71. The overall image quality score
was 19.70 ± 0.72 and 15.02 ± 3.31 (p < 0.001) for the mobile and camera-type devices, respectively.
The scores of the camera-type device were significantly lower than those of the mobil",p_value,p < 0.001,,,,,,0.001,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_328__SOTA-P1-24.pdf,,,"ea and bronchus, pulmonary vessels, poste-
rior cardiac blood vessels, thoracic intervertebral disc space, subdiaphragmatic vessels, and dia-
phragm (p = 0.013 for the item of diaphragm, p < 0.001 for the other detailed items).
Conclusion Although caution is required for general diagnostic purposes ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"ea and bronchus, pulmonary vessels, poste-
rior cardiac blood vessels, thoracic intervertebral disc space, subdiaphragmatic vessels, and dia-
phragm (p = 0.013 for the item of diaphragm, p < 0.001 for the other detailed items).
Conclusion Although caution is required for general diagnostic purposes ",p_value,p = 0.013,,,,,,0.013,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_328__SOTA-P1-24.pdf,,,"oste-
rior cardiac blood vessels, thoracic intervertebral disc space, subdiaphragmatic vessels, and dia-
phragm (p = 0.013 for the item of diaphragm, p < 0.001 for the other detailed items).
Conclusion Although caution is required for general diagnostic purposes as image quality degrades,
a camera-t",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"oste-
rior cardiac blood vessels, thoracic intervertebral disc space, subdiaphragmatic vessels, and dia-
phragm (p = 0.013 for the item of diaphragm, p < 0.001 for the other detailed items).
Conclusion Although caution is required for general diagnostic purposes as image quality degrades,
a camera-t",p_value,p < 0.001,,,,,,0.013,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_545__SOTA-P1-32.pdf,,,"22 mGy/min and 0.320 mGy/min,
respectively). Reader-averaged Radlex scores for in-room and portable systems were statistically significantly greater (P<0.05)
for all attributes on the portable system except for image contrast. In phase B, scattered radiation from the average fluoroscopy
time (26 s) ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"22 mGy/min and 0.320 mGy/min,
respectively). Reader-averaged Radlex scores for in-room and portable systems were statistically significantly greater (P<0.05)
for all attributes on the portable system except for image contrast. In phase B, scattered radiation from the average fluoroscopy
time (26 s) ",p_value,P<0.05,,,,,,0.05,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_545__SOTA-P1-32.pdf,,,"tem were sequentially used in the
same examination. Four radiologists compared the image quality of 20 images from each system using the Radlex score (1–4) for five
image quality attributes. The radiation dose rates for the portable and in-suite systems were collected. In phase B, fluoroscopy studie",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"tem were sequentially used in the
same examination. Four radiologists compared the image quality of 20 images from each system using the Radlex score (1–4) for five
image quality attributes. The radiation dose rates for the portable and in-suite systems were collected. In phase B, fluoroscopy studie",ci_range,(1–4),,,,1,4,,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_261__SOTA-P1-46.pdf,,,"en d, e, B.M. Ring-Pedersen a, f, L.F. Møller Hansen a, f, D. Waaler g,
A. Tingberg h, M. Midtgaard f, M.G. Jensen Ohlsen f, S.T. Juhl Hankelbjerg f, P. Ravn f,
I.E. Jensen f, J.K. Christensen f, P.A. Blackburn Andersen f
a
  Conrad Research Program, Health Sciences Research Centre, UCL University C",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"en d, e, B.M. Ring-Pedersen a, f, L.F. Møller Hansen a, f, D. Waaler g,
A. Tingberg h, M. Midtgaard f, M.G. Jensen Ohlsen f, S.T. Juhl Hankelbjerg f, P. Ravn f,
I.E. Jensen f, J.K. Christensen f, P.A. Blackburn Andersen f
a
  Conrad Research Program, Health Sciences Research Centre, UCL University C",p_value,P.,,,,,,.,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_261__SOTA-P1-46.pdf,,,"Hansen a, f, D. Waaler g,
A. Tingberg h, M. Midtgaard f, M.G. Jensen Ohlsen f, S.T. Juhl Hankelbjerg f, P. Ravn f,
I.E. Jensen f, J.K. Christensen f, P.A. Blackburn Andersen f
a
  Conrad Research Program, Health Sciences Research Centre, UCL University College, Niels Bohrs All
                     ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"Hansen a, f, D. Waaler g,
A. Tingberg h, M. Midtgaard f, M.G. Jensen Ohlsen f, S.T. Juhl Hankelbjerg f, P. Ravn f,
I.E. Jensen f, J.K. Christensen f, P.A. Blackburn Andersen f
a
  Conrad Research Program, Health Sciences Research Centre, UCL University College, Niels Bohrs All
                     ",p_value,P.,,,,,,.,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_380__SOTA-P1-40.pdf,,,"                                                          cas le justifie, sont maintenant disponibles pour la radiographie
was significantly faster (P < .0001), with a mean calculated time of
                                                                                portable. Le deroulement d",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"                                                          cas le justifie, sont maintenant disponibles pour la radiographie
was significantly faster (P < .0001), with a mean calculated time of
                                                                                portable. Le deroulement d",p_value,P < .0001,,,,,,.0001,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_380__SOTA-P1-40.pdf,,,"                                                                        RI-RC en termes d’efficacite et d’amelioration du deroulement du
CR combo (P < .0001), with a mean time of 6.8  2.6 minutes for
                                                                                travail.
the DDR",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"                                                                        RI-RC en termes d’efficacite et d’amelioration du deroulement du
CR combo (P < .0001), with a mean time of 6.8  2.6 minutes for
                                                                                travail.
the DDR",p_value,P < .0001,,,,,,.0001,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_331__SOTA-P1-32.pdf,,,"22 mGy/min and 0.320 mGy/min,
respectively). Reader-averaged Radlex scores for in-room and portable systems were statistically significantly greater (P<0.05)
for all attributes on the portable system except for image contrast. In phase B, scattered radiation from the average fluoroscopy
time (26 s) ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"22 mGy/min and 0.320 mGy/min,
respectively). Reader-averaged Radlex scores for in-room and portable systems were statistically significantly greater (P<0.05)
for all attributes on the portable system except for image contrast. In phase B, scattered radiation from the average fluoroscopy
time (26 s) ",p_value,P<0.05,,,,,,0.05,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_331__SOTA-P1-32.pdf,,,"tem were sequentially used in the
same examination. Four radiologists compared the image quality of 20 images from each system using the Radlex score (1–4) for five
image quality attributes. The radiation dose rates for the portable and in-suite systems were collected. In phase B, fluoroscopy studie",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"tem were sequentially used in the
same examination. Four radiologists compared the image quality of 20 images from each system using the Radlex score (1–4) for five
image quality attributes. The radiation dose rates for the portable and in-suite systems were collected. In phase B, fluoroscopy studie",ci_range,(1–4),,,,1,4,,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_289__SOTA-P2-60.pdf,,,"up (P ¼ .0014). The mean total dose-area product values were 49.93 6
        38.06 Gy$cm2 in the MA group and 168.34 6 146.92 Gy$cm2 in the FA group (P < .0001). There was no signiﬁcant difference
        in ﬂuoroscopy time between the groups. Per-phase analysis demonstrated that identiﬁcation of th",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"up (P ¼ .0014). The mean total dose-area product values were 49.93 6
        38.06 Gy$cm2 in the MA group and 168.34 6 146.92 Gy$cm2 in the FA group (P < .0001). There was no signiﬁcant difference
        in ﬂuoroscopy time between the groups. Per-phase analysis demonstrated that identiﬁcation of th",p_value,P < .0001,,,,,,.0001,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_275__SOTA-P3-64.pdf,,,"ce of
bone cement leakage, the concordance rate of puncture path and design path, and the rate of bone cement distribution
center in trial group were 2.33% (1/43), 2.33% (1/43), 86.05% (37/43), and 88.37% (38/43) respectively, all showing
significant differences when compared with those of control g",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"ce of
bone cement leakage, the concordance rate of puncture path and design path, and the rate of bone cement distribution
center in trial group were 2.33% (1/43), 2.33% (1/43), 86.05% (37/43), and 88.37% (38/43) respectively, all showing
significant differences when compared with those of control g",proportion_with_denominator,2.33% (1/43),%,,,,,,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_275__SOTA-P3-64.pdf,,,"ent leakage, the concordance rate of puncture path and design path, and the rate of bone cement distribution
center in trial group were 2.33% (1/43), 2.33% (1/43), 86.05% (37/43), and 88.37% (38/43) respectively, all showing
significant differences when compared with those of control group [19.05% (",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"ent leakage, the concordance rate of puncture path and design path, and the rate of bone cement distribution
center in trial group were 2.33% (1/43), 2.33% (1/43), 86.05% (37/43), and 88.37% (38/43) respectively, all showing
significant differences when compared with those of control group [19.05% (",proportion_with_denominator,2.33% (1/43),%,,,,,,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_275__SOTA-P3-64.pdf,,,"he concordance rate of puncture path and design path, and the rate of bone cement distribution
center in trial group were 2.33% (1/43), 2.33% (1/43), 86.05% (37/43), and 88.37% (38/43) respectively, all showing
significant differences when compared with those of control group [19.05% (8/42), 21.43% ",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"he concordance rate of puncture path and design path, and the rate of bone cement distribution
center in trial group were 2.33% (1/43), 2.33% (1/43), 86.05% (37/43), and 88.37% (38/43) respectively, all showing
significant differences when compared with those of control group [19.05% (8/42), 21.43% ",proportion_with_denominator,86.05% (37/43),%,,,,,,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_275__SOTA-P3-64.pdf,,,"of puncture path and design path, and the rate of bone cement distribution
center in trial group were 2.33% (1/43), 2.33% (1/43), 86.05% (37/43), and 88.37% (38/43) respectively, all showing
significant differences when compared with those of control group [19.05% (8/42), 21.43% (9/42), 45.24% (19/4",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"of puncture path and design path, and the rate of bone cement distribution
center in trial group were 2.33% (1/43), 2.33% (1/43), 86.05% (37/43), and 88.37% (38/43) respectively, all showing
significant differences when compared with those of control group [19.05% (8/42), 21.43% (9/42), 45.24% (19/4",proportion_with_denominator,88.37% (38/43),%,,,,,,,,,,,,,,,,,,,auto_extracted
O,statistical_parser_v3,PROJECT_016_南京普爱,016 南京普爱,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_016_南京普爱/01_CER_SOURCE_PACKAGE/CER/CER_275__SOTA-P3-64.pdf,,,"(1/43), 2.33% (1/43), 86.05% (37/43), and 88.37% (38/43) respectively, all showing
significant differences when compared with those of control group [19.05% (8/42), 21.43% (9/42), 45.24% (19/42), and
50.00% (21/42) respectively] (P<0.05). Conclusion Intraoperative photoelectric guided navigation uni",extracted_from_report,medium,calibration_only,yes,semantic_test,HEURISTIC_ONLY,,"(1/43), 2.33% (1/43), 86.05% (37/43), and 88.37% (38/43) respectively, all showing
significant differences when compared with those of control group [19.05% (8/42), 21.43% (9/42), 45.24% (19/42), and
50.00% (21/42) respectively] (P<0.05). Conclusion Intraoperative photoelectric guided navigation uni",proportion_with_denominator,19.05% (8/42),%,,,,,0.05,,,,,,,,,,,,,,auto_extracted
