target_batch,target_P0,target_route,target_stage,target_artifact,absorption_type,closure_level_supported,project_id,project_name,dataset_role,source_file_path,source_page_or_section,source_quote_or_anchor,evidence_level,confidence,locked_status,writer_access_allowed,notes,product_context,WET_status,legacy_status,own_clinical_data_status,equivalence_status,literature_primary_status,innovation_status,insufficient_evidence_status,selected_strategy_route,route_rationale,alternative_routes_considered,why_not_other_routes,PMCF_need,clinical_investigation_need,writer_conclusion_constraint
I,P0-1,own_clinical_data,strategy_router,strategy_route_decision,decision_table,DERIVED_VALIDATION,PROJECT_021,Project 021,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_021_*/CER/*,Strategy,Route: own_clinical_data | Rationale: Clinical investigation demonstrates safety and efficacy,extracted_from_report,medium,holdout_only,no,Alternative: equivalence,Cardiovascular device,no,no,yes,no,no,no,no,own_clinical_data,Clinical investigation demonstrates safety and efficacy,equivalence,No equivalent device with comparable design,yes,yes,Present CI design and results comprehensively
I,P0-1,own_clinical_data,strategy_router,strategy_route_decision,decision_table,HEURISTIC_ONLY,PROJECT_030,Project 030,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_030_*/CER/*,Strategy,Route: own_clinical_data | Rationale: Innovative mechanism requires own clinical evidence,extracted_from_report,medium,calibration_only,yes,Alternative: literature_primary,Cardiovascular intervention,no,no,yes,no,yes,yes,no,own_clinical_data,Innovative mechanism requires own clinical evidence,literature_primary,Novel mechanism not addressed in literature,yes,yes,Emphasize innovative aspects and CI design
I,P0-1,own_clinical_data,strategy_router,strategy_route_decision,decision_table,DERIVED_VALIDATION,PROJECT_037,Project 037,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_037_*/CER/*,Strategy,Route: own_clinical_data | Rationale: Own data for innovative stent design,extracted_from_report,medium,holdout_only,no,Alternative: equivalence,Cardiovascular stent,no,no,yes,no,yes,yes,no,own_clinical_data,Own data for innovative stent design,equivalence,Design innovations preclude equivalence route,yes,yes,Document design rationale and CI outcomes
I,P0-1,equivalence,strategy_router,strategy_route_decision,decision_table,HEURISTIC_ONLY,PROJECT_006,Project 006,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_006_*/CER/*,Strategy,Route: equivalence | Rationale: Equivalent to predicate device with comprehensive 3-dim comparison,extracted_from_report,medium,calibration_only,yes,Alternative: own_clinical_data,Orthopaedic device,no,no,limited,yes,yes,no,no,equivalence,Equivalent to predicate device with comprehensive 3-dim comparison,own_clinical_data,Equivalence reduces need for own CI,yes,no,Demonstrate all 3 equivalence dimensions comprehensively
I,P0-1,equivalence,strategy_router,strategy_route_decision,decision_table,HEURISTIC_ONLY,PROJECT_032,Project 032,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_032_*/CER/*,Strategy,Route: equivalence | Rationale: Equivalent to Dexcom G6 with data access agreement,extracted_from_report,medium,calibration_only,yes,Alternative: own_clinical_data,CGM diabetes monitor,no,no,limited,yes,yes,no,partial,equivalence,Equivalent to Dexcom G6 with data access agreement,own_clinical_data,Equivalence established but requires limitation statements,yes,no,Include data_access_statement and equivalence limitations
I,P0-1,equivalence,strategy_router,strategy_route_decision,decision_table,HEURISTIC_ONLY,PROJECT_033,Project 033,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_033_*/CER/*,Strategy,Route: equivalence | Rationale: Partial equivalence with additional own data,extracted_from_report,medium,calibration_only,yes,Alternative: own_clinical_data,CGM diabetes monitor,no,no,limited,partial,yes,no,partial,equivalence,Partial equivalence with additional own data,own_clinical_data,Partial equivalence supplemented by limited own data,yes,possible,Clearly state equivalence limitations and data gaps
I,P0-1,equivalence,strategy_router,strategy_route_decision,decision_table,DERIVED_VALIDATION,PROJECT_034,Project 034,holdout,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_034_*/CER/*,Strategy,Route: equivalence | Rationale: Equivalent to predicate AED with 3-dim comparison,extracted_from_report,medium,holdout_only,no,Alternative: WET,AED public access,no,no,limited,yes,yes,no,no,equivalence,Equivalent to predicate AED with 3-dim comparison,WET,Specific design features require equivalence demonstration,yes,no,Comprehensive equivalence with vigilance comparison
I,P0-1,literature_primary,strategy_router,strategy_route_decision,decision_table,HEURISTIC_ONLY,PROJECT_026,Project 026,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_026_*/CER/*,Strategy,Route: literature_primary | Rationale: AI diagnostic validated through published literature,extracted_from_report,medium,calibration_only,yes,Alternative: own_clinical_data,Software diagnostic,no,no,no,no,yes,yes,no,literature_primary,AI diagnostic validated through published literature,own_clinical_data,Literature provides sufficient evidence for algorithm validation,yes,no,Demonstrate comprehensive literature search and appraisal
I,P0-1,literature_primary,strategy_router,strategy_route_decision,decision_table,HEURISTIC_ONLY,PROJECT_038,Project 038,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_038_*/CER/*,Strategy,Route: literature_primary | Rationale: Established diagnostic with literature evidence,extracted_from_report,medium,calibration_only,yes,Alternative: own_clinical_data,Diagnostic device,no,no,no,no,yes,no,no,literature_primary,Established diagnostic with literature evidence,own_clinical_data,Literature sufficient for well-established diagnostic,yes,no,Comprehensive SOTA and literature appraisal
I,P0-1,own_clinical_data,strategy_router,strategy_route_decision,decision_table,HEURISTIC_ONLY,PROJECT_022,Project 022,special_evidence,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_022_*/CER/*,Strategy,Route: own_clinical_data | Rationale: Class III implantable; own CI mandatory,extracted_from_report,medium,calibration_only,yes,Alternative: none,Cardiac valve,no,no,yes,no,yes,yes,no,own_clinical_data,Class III implantable; own CI mandatory,none,Class III implantable requires own clinical investigation,yes,yes,Present robust CI design and safety data
I,P0-1,own_clinical_data,strategy_router,strategy_route_decision,decision_table,HEURISTIC_ONLY,PROJECT_023,Project 023,special_evidence,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_023_*/CER/*,Strategy,Route: own_clinical_data | Rationale: High-risk life support; extensive own data required,extracted_from_report,medium,calibration_only,yes,Alternative: none,Cardiac support,no,no,yes,no,yes,yes,partial,own_clinical_data,High-risk life support; extensive own data required,none,No alternative to own clinical investigation for life support,yes,yes,Extensive safety data and PMCF plan mandatory
I,P0-1,insufficient_evidence,strategy_router,strategy_route_decision,decision_table,HEURISTIC_ONLY,PROJECT_025,Project 025,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_025_*/CER/*,Strategy,Route: insufficient_evidence | Rationale: Evidence gap requires PMCF and potential CI,extracted_from_report,medium,calibration_only,yes,Alternative: own_clinical_data,Neurology implant,no,no,limited,no,limited,yes,yes,insufficient_evidence,Evidence gap requires PMCF and potential CI,own_clinical_data,Current evidence insufficient; PMCF planned,yes,yes,Clearly state evidence limitations and PMCF plan
